filename,question,options,answer,category,id
CHITTRON_109.png,ছবিতে কোন প্রাকৃতিক দুর্যোগ দেখা যাচ্ছে?,"['খরা', 'বন্যা', 'ঘূর্ণিঝড়', 'টর্নেডো']",বন্যা,Incidents,P7CH109
CHITTRON_1090.png,চিত্রে একটি পুকুরকে ঘিরে অনেক গুলো মানুষকে দেখা যাচ্ছে। এখনে তারা কোন বিষয়কে পর্যবেক্ষণ করছেন?,"['মাছ ধরা', 'আন্দোলন', 'শিক্ষা', 'পশুপালন']",মাছ ধরা,Social Life,P7CH1090
CHITTRON_1098.png,এই ছবিতে কি ধরণের কার্যক্রম দেখা যাচ্ছে?,"['গ্রীষ্মকালীন ছুটি', 'শিক্ষার্থীদের পরীক্ষা', 'সেমিনার', 'বইমেলা']",শিক্ষার্থীদের পরীক্ষা,Incidents,P7CH1098
CHITTRON_110.png,এই ছবিতে কি ধরনের অনুষ্ঠান বা কর্মকাণ্ড দৃশ্যমান?,"['ধর্মীয় উৎসব', 'ক্রীড়া প্রতিযোগিতা', 'নৃত্য পরিবেশন', 'গণসমাবেশ']",ধর্মীয় উৎসব,Religious Events,P7CH110
CHITTRON_1100.png,এই ছবির মাধ্যমে কি ধরনের সামাজিক সমস্যা বা চ্যালেঞ্জ প্রতিফলিত হচ্ছে?,"['অভাব ও দরিদ্রতা', 'পরিবেশ দূষণ', 'শিক্ষা ব্যবস্থার উন্নয়ন', 'রাস্তার অবকাঠামো উন্নয়ন']",অভাব ও দরিদ্রতা,Social Life,P7CH1100
CHITTRON_1101.png,এই ছবিতে কী ধরনের কাজ বা পেশার ছবি দেখা যাচ্ছে?,"['মৎস্যচাষ', 'কৃষি শ্রমিক', 'ক্ষুদ্র শিল্প', 'পরিবেশ রক্ষা']",মৎস্যচাষ,Social Life,P7CH1101
CHITTRON_1106.png,এই ছবিতে কী ধরনের পরিবেশ বা পরিস্থিতি দেখা যাচ্ছে?,"['গ্রামীণ পরিবেশ', 'শহুরে জীবন', 'সমুদ্র তট', 'শিল্প এলাকা']",গ্রামীণ পরিবেশ,Social Life,P7CH1106
CHITTRON_1109.png,এই ছবিতে কোন ধরনের জীবনযাত্রার দৃশ্য উপস্থাপিত হচ্ছে?,"['নদীভিত্তিক জীবনযাত্রা', 'শহরের জীবন', 'কৃষিকাজ', 'শিল্প জীবন']",নদীভিত্তিক জীবনযাত্রা,Social Life,P7CH1109
CHITTRON_1110.png,এই ছবিতে কোন উৎসব বা বিশেষ উপলক্ষ্য পালন করা হচ্ছে?,"['পহেলা বৈশাখ', 'হোলি', 'ঈদ', 'বিজয় দিবস']",হোলি,Religious Events,P7CH1110
CHITTRON_1111.png,এই ছবিতে কি ধরনের কাজ দেখানো হচ্ছে?,"['শিক্ষাদান', 'কৃষিকাজ', 'গৃহস্থালি কাজ', 'সুরক্ষা কর্ম']",শিক্ষাদান,Social Life,P7CH1111
CHITTRON_1113.png,এই ছবিতে কিছু ছেলে কম্পিউটার নিয়ে বসে আছে। একানে  ধরনের কাজ দেখানো হচ্ছে?,"['শিক্ষাদান', 'সুরক্ষা কর্ম', 'গৃহস্থালি কাজ', 'কম্পিউটার প্রশিক্ষণ']",কম্পিউটার প্রশিক্ষণ,Social Life,P7CH1113
CHITTRON_1117.png,এই ছবিটি কিসের প্রতিফলন?,"['কৃষিকাজ', 'দর্জির কাজ', 'শহরের জীবন', 'নদীভিত্তিক জীবন']",দর্জির কাজ,Social Life,P7CH1117
CHITTRON_1118.png,এই ছবিতে কি ধরনের কৃষি কার্যক্রম প্রদর্শিত হচ্ছে?,"['গবাদিপশু পালন', 'মৎস্য শিকার', 'ধান চাষ', 'তরমুজ চাষ']",গবাদিপশু পালন,Social Life,P7CH1118
CHITTRON_1119.png,লোকেরা  কি  ধরনের  খাবার  খাচ্ছে  বলে  মনে  হয়?,"['বাড়ি থেকে নিয়ে আসা ফল ও বিস্কুট', 'কোন রেস্টুরেন্টে ভারী খাবার', 'চা বা কফি', 'বাস স্ট্যান্ডের কাছে বিক্রি হওয়া হালকা নাক্স ও চা']",চা বা কফি,Food,P8CH1119
CHITTRON_112.png,ছবিতে  দেখা  এই  বিস্তীর্ণ  বালুময়  ভূমি  বাংলাদেশের  কোন  অঞ্চলের  প্রাকৃতিক  বৈশিষ্ট্য  হতে  পারে  বলে  মনে  হয়?,"['খুলনার ম্যানগ্রোভ বন', 'সিলেট এর চা বাগান', 'কক্সবাজার ও টেকনাফের সমুদ্র সৈকত', 'সুন্দরবন']",কক্সবাজার ও টেকনাফের সমুদ্র সৈকত,Nature,P8CH112
CHITTRON_1121.png,নিচের ছবিটিতে কোন ধরণের রান্না করা হচ্ছে?,"['ফাস্ট ফুড', 'ইতালীয় খাবার', 'চাইনিজ খাবার', 'বাঙালি খাবার']",বাঙালি খাবার,Food,P8CH1121
CHITTRON_1122.png,উপরের ছবিটিতে কোন হেরিটেজ সাইট এর প্রমাণ পাওয়া যায়?,"['পাহাড়পুর বোদ্ধবিহার', 'মহাস্থানগড়', 'সোনামসজিদ', 'কোনটিই নয়']",পাহাড়পুর বোদ্ধবিহার,Arts & History,P8CH1122
CHITTRON_1123.png,ছবিতে  দেখা  নৌকাটি  বাংলাদেশের  কোন  অঞ্চলের  নদীর  জন্য  সবচেয়ে  বেশি  প্রচলিত?,"['উপকূলীয় অঞ্চল', 'পাহাড়ি অঞ্চল', 'হাওর অঞ্চল', 'সুন্দরবন']",হাওর অঞ্চল,Social Life,P8CH1123
CHITTRON_1124.png,উপরের ছবিটিতে একজন মা কি করছেন?,"['খাবার দিচ্ছেন', 'যত্ন নিচ্ছেন', 'প্রহার করছেন', 'কিছুই করছেন না']",যত্ন নিচ্ছেন,Social Life,P8CH1124
CHITTRON_113.png,ছবিতে ছেলেটি  জলে  কি  করছে  বলে  মনে  হয়?,"['গোসল করছে', 'মাছ ধরছে', 'সাঁতার কাটছে ও খেলছে', 'উপরের সবগুলোই']",গোসল করছে,Social Life,P8CH113
CHITTRON_1130.png,মহিলাগণ কেন লাইনে দাঁড়িয়ে আছেন?,"['টাকা জমা দানের  জন্য', 'ভোট দিতে', 'খাবার নিতে', 'উপরের কোনটিই নয়']",টাকা জমা দানের  জন্য,Social Life,P8CH1130
CHITTRON_1131.png,মেয়েরা লাইনে বসে কি করছে?,"['খাবার গ্রহণ করছে', 'বসে আছে', 'অপেক্ষা করছে', 'কিছু করছে না']",খাবার গ্রহণ করছে,Food,P8CH1131
CHITTRON_1132.png,মহিলারা কোন ধরণের পোশাক পরেছেন?,"['বাঙ্গালি', 'নেপালি', 'ব্রিটিশ', 'চীনা']",বাঙ্গালি,Clothing & Fashion,P8CH1132
CHITTRON_1133.png,রাস্তায় বসে ভিখারি কি করছে?,"['টাকা চাইছে', 'খাবার চাইছে', 'বসেই আছে', 'গান করছে']",টাকা চাইছে,Social Life,P8CH1133
CHITTRON_1134.png,ছবিটিতে কাদের দেখা যাচ্ছে?,"['পথশিশু', 'বয়স্ক মহিলা', 'যুবক', 'পৌড়']",পথশিশু,Social Life,P8CH1134
CHITTRON_1135.png,ছবিতে দেখা গরুগুলো বাংলাদেশের সমাজে কোন ভূমিকা পালন করে?,"['কৃষিকাজে সাহায্য করে', 'দুধ এবং মাংসের উৎস', 'অর্থনৈতিক সাহায্য করে', 'উপরের সবগুলোই']",উপরের সবগুলোই,Social Life,P8CH1135
CHITTRON_1136.png,ছবিটিতে কি দেখা যাচ্ছে?,"['একটি গরু', 'বাড়ি', 'একটি গ্রামীণ পরিবার', 'খড়ের গাদা']",একটি গ্রামীণ পরিবার,Social Life,P8CH1136
CHITTRON_1137.png,ছবিটিতে কোন দেশের মহিলাদের পোশাক এর ধরণ উঠে এসেছে?,"['পাকিস্তানি', 'ভারতীয়', 'বাঙালী', 'ভূটানী']",বাঙালী,Clothing & Fashion,P8CH1137
CHITTRON_1138.png,ছবিটি কোন সংস্কৃতির মহিলাদের কথা তুলে ধরে?,"['জাপানিজ', 'চীনা', 'বাঙালি', 'নেপালি']",বাঙালি,Clothing & Fashion,P8CH1138
CHITTRON_114.png,ছবিটিতে মেয়েটি কিসের কাজ করছে?,"['বাসা বাড়ীর কাজ', 'দর্জি', 'কুমোর', 'কামার']",কুমোর,Arts & History,P8CH114
CHITTRON_1140.png,ছবিটির শিশুরা কোন দেশের?,"['বাংলাদেশ', 'নেপাল', 'ভুটান', 'চীন']",বাংলাদেশ,Clothing & Fashion,P8CH1140
CHITTRON_1141.png,বাংলাদেশে  বন্যার  প্রধান  কারণ  কি?,"['আগ্নেয়গিরি', 'বরফ গলা', 'ভূমিকম্প', 'বৃষ্টিপাত ও নদীর উচ্চতা বৃদ্ধি']",বৃষ্টিপাত ও নদীর উচ্চতা বৃদ্ধি,Incidents,P8CH1141
CHITTRON_1142.png,ছবির শিশুটি কি করছে?,"['বই নিচ্ছে', 'লাইব্রেরীতে ঘুরাঘুরি করছে', 'দাঁড়িয়ে আছে', 'নালিশ করছে']",বই নিচ্ছে,Social Life,P8CH1142
CHITTRON_1143.png,ছবির শিশুরা কোথায় যাচ্ছে?,"['ছবি দেখতে', 'স্কুলে যাচ্ছে', 'খেলার মাঠে', 'বাজার করতে']",স্কুলে যাচ্ছে,Social Life,P8CH1143
CHITTRON_1144.png,একজন স্বেচ্ছাসেবী কি করছেন?,"['কাউকে মারতে যাচ্ছেন', 'কথা বলছেন', 'কাউকে সাহায্য দিচ্ছেন', 'দাঁড়িয়ে আছেন']",কাউকে সাহায্য দিচ্ছেন,Incidents,P8CH1144
CHITTRON_1145.png,একজন শিক্ষিকা কি করছেন?,"['খাবার দিচ্ছেন', 'গল্প করছেন', 'বসে আছেন', 'পাঠদান করছেন']",পাঠদান করছেন,Social Life,P8CH1145
CHITTRON_1146.png,একজন মা তার শিশুদের কি করছেন?,"['খাবার দিচ্ছেন', 'পাঠদান করছেন', 'গল্প করছেন', 'বসে আছেন']",পাঠদান করছেন,Social Life,P8CH1146
CHITTRON_1147.png,ছবির মহিলাটি কি করছেন?,"['রান্না', 'গল্প', 'হাতের কাজ', 'বসে আছেন']",রান্না,Incidents,P8CH1147
CHITTRON_1149.png,ছবিটিতে কি দেখা যাচ্ছে?,"['শুধু মহিলা', 'শুধু  পুরুষ', 'শুধু  শিশু', 'একটি পরিবার']",একটি পরিবার,Social Life,P8CH1149
CHITTRON_115.png,ছবিটির লোকেরা কি করছে?,"['মারামারি', 'দৌড়াদৌড়ি', 'খেলাধুলা', 'শারীরিক কসরত']",শারীরিক কসরত,Social Life,P8CH115
CHITTRON_1150.png,এখানে কোন দেশের মেয়েদের দেখা যাচ্ছে?,"['ব্রিটিশ', 'স্প্যানিশ', 'গ্রীক', 'বাঙালি']",বাঙালি,Clothing & Fashion,P8CH1150
CHITTRON_1151.png,ছবিটির লোকটি কি করছেন?,"['ইট ভাঙছেন', 'রিক্সা চালাচ্ছেন', 'চা বানাচ্ছেন', 'আড্ডা দিচ্ছেন']",চা বানাচ্ছেন,Social Life,P8CH1151
CHITTRON_1152.png,ছবিতে শিশুরা কি করছে?,"['গল্প', 'আড্ডা', 'পড়াশোনা', 'খাওয়া দাওয়া']",পড়াশোনা,Arts & History,P8CH1152
CHITTRON_1153.png,ছবিতে কোন ধর্মের লোক দেখা যায়?,"['হিন্দু', 'বৌদ্ধ', 'খ্রিষ্টান', 'ইসলাম']",ইসলাম,Religious Events,P8CH1153
CHITTRON_1154.png,ছবির শিশুরা কি করছে?,"['গান গাচ্ছে', 'গানের তালে তালে পড়া বলছে', 'আড্ডা দিচ্ছে', 'খেলাধুলা করছে']",গানের তালে তালে পড়া বলছে,Social Life,P8CH1154
CHITTRON_1157.png,ছবির শিশুরা কোন দেশের?,"['বাংলাদেশ', 'নেপাল', 'ভূটান', 'জার্মান']",বাংলাদেশ,Clothing & Fashion,P8CH1157
CHITTRON_1158.png,ছবির সবাই কি করছে?,"['জাতীয় সঙ্গীত গাইছে', 'দাঁড়িয়ে আছে', 'গল্প করছে', 'বক্তৃতা দিচ্ছে']",জাতীয় সঙ্গীত গাইছে,Arts & History,P8CH1158
CHITTRON_1159.png,ছবিতে দেখা গ্রামীণ দৃশ্যটি বাংলাদেশের মানুষের জীবনের কোন দিকটি তুলে ধরে?,"['আধুনিক ফ্যাশন', 'শহুরে জীবন', 'প্রকৃতির সাথে সংযুক্ত জীবন', 'প্রযুক্তিগত উন্নয়ন']",প্রকৃতির সাথে সংযুক্ত জীবন,Nature,P8CH1159
CHITTRON_116.png,ছবিতে দেখা কাজটি মূলত কারা করে থাকে?,"['শিশু', 'মহিলা', 'পুরুষ', 'উপরের সবাই']",মহিলা,Social Life,P8CH116
CHITTRON_1160.png,ছবির লোকেরা কি করছে?,"['ধান কেটে আনছে', 'ব্রিজ পার হচ্ছে', 'দাঁড়িয়ে আছে', 'কিছুই করছে না']",ধান কেটে আনছে,Arts & History,P8CH1160
CHITTRON_1161.png,ছবিটিতে শিশুটি কি ধরে আছে?,"['শাঁক', 'সবজি', 'মাংস', 'মাছ']",মাছ,Food,P8CH1161
CHITTRON_1163.png,ছবির শিশুটি কোথায় যাচ্ছে?,"['মার্কেটে', 'বাজারে', 'স্কুলে', 'ঘুরতে']",স্কুলে,Social Life,P8CH1163
CHITTRON_1166.png,ছবিতে মাথায় হাত দেয়া লোকটির কি হয়েছে?,"['মাথায় আঘাত লেগেছে', 'পড়ে গেছে', 'হাত ছুলে গেছে', 'কিছুই হইয় নি']",মাথায় আঘাত লেগেছে,Incidents,P8CH1166
CHITTRON_1167.png,ছবির লোকটি কি করছে?,"['বসে আছে', 'শুয়ে আছে', 'শুয়ে ধূমপান করছে', 'ভিক্ষা করছে']",শুয়ে ধূমপান করছে,Social Life,P8CH1167
CHITTRON_1168.png,মহিলাটি কি করছে?,"['রান্না', 'কাপড় পরিষ্কার করছে', 'মোবাইলে কথা বলছে', 'গল্প করছে']",মোবাইলে কথা বলছে,Social Life,P8CH1168
CHITTRON_1169.png,ছবিতে কোন জাতির মহিলাদের দেখা যাচ্ছে?,"['বাঙালি', 'মারাঠি', 'নেপালি', 'ইন্দোনেশিয়ান']",বাঙালি,Clothing & Fashion,P8CH1169
CHITTRON_117.png,ছবির শিশুটি কি করছে?,"['পড়ছে', 'খেলছে', 'দৌড়াচ্ছে', 'পাঁপড় বিক্রি করছে']",পাঁপড় বিক্রি করছে,Social Life,P8CH117
CHITTRON_1171.png,ছবিটি কিসের?,"['বাজারের', 'মাঠের', 'বিদ্যালয়ের', 'ঘরের']",বিদ্যালয়ের,Social Life,P8CH1171
CHITTRON_1172.png,ছবিটিতে কি দেখা যাচ্ছে?,"['একটি গাড়ি', 'একটি ট্রাক', 'একটি রিক্সা', 'একটি রিক্সা ও ঠেলাগাড়ি']",একটি রিক্সা ও ঠেলাগাড়ি,Social Life,P8CH1172
CHITTRON_1175.png,ছবিটিতে কি দেখা যাচ্ছে?,"['কয়েকজন শিশু', 'একটি দুর্যোগ কবলিত পরিবার', 'একটি ভাঙা ঘর', 'উপরের কোনটিই নয়']",একটি দুর্যোগ কবলিত পরিবার,Nature,P8CH1175
CHITTRON_1176.png,একটি শহরের রাতায় মহিলা দুজন কি করছে?,"['দাঁড়িয়ে আছে', 'কথা বলছে', 'গল্প করছে', 'রাস্তা পার হতে দাঁড়িয়ে আছে']",রাস্তা পার হতে দাঁড়িয়ে আছে,Social Life,P8CH1176
CHITTRON_1179.png,ছবির পরিবেশটি কোন ধরণের?,"['গ্রামীণ', 'শহুরে', 'মেট্রোপলিটন', 'কোনটিই নয়']",গ্রামীণ,Social Life,P8CH1179
CHITTRON_1180.png,ছবিটিতে কাদের দেখা যাচ্ছে?,"['সাধারণ লোক', 'কৃষক', 'পুলিশ', 'দিন মজুর']",পুলিশ,Incidents,P8CH1180
CHITTRON_1182.png,একজন মা তার বাচ্চার সাথে কি করছেন?,"['খাইয়ে দিচ্ছেন', 'ঘুম পাড়িয়ে দিচ্ছেন', 'পড়াচ্ছেন', 'কোনটিই নয়']",খাইয়ে দিচ্ছেন,Social Life,P8CH1182
CHITTRON_1184.png,ছবিতে দেখা কচুরিপানা নদীর পরিবেশের উপর কি ধরনের প্রভাব ফেলে?,"['নদীর সৌন্দর্য বৃদ্ধি করে', 'জলের গুণমান নষ্ট করে ও জীববৈচিত্র্য কমায়', 'মাছের জন্য খাবার সরবরাহ করে', 'কোন প্রভাব ফেলে না']",জলের গুণমান নষ্ট করে ও জীববৈচিত্র্য কমায়,Nature,P8CH1184
CHITTRON_1185.png,ছবিতে কোন ধরেনের যানবাহন দেখা যায়?,"['ভ্যান', 'মোটর সাইকেল', 'সাইকেল', 'রিক্সা']",রিক্সা,Social Life,P8CH1185
CHITTRON_1155.png,এখানে শিশুরা সারিবদ্ধ ভাবে দাঁড়িয়ে কি করছে?,"['খাবারের জন্য দাঁড়িয়ে আছে', 'স্কুল এসেম্বলি', 'গান গাইছে', 'গল্প করছে']",স্কুল এসেম্বলি,Social Life,P8CH1155
CHITTRON_1170.png,ছবিতে দেখা ঘরগুলো বাংলাদেশের গ্রামীণ এলাকায় কি নামে পরিচিত?,"['দালান', 'বাংলো', 'কোঠা', 'কুঁড়েঘর']",কুঁড়েঘর,Social Life,P8CH1170
CHITTRON_1217.png,ছবিতে কোন ধরণের মহিলা দেখা যাচ্ছে?,"['পাঞ্জাবি', 'রাজস্থানী', 'মারাঠি', 'বাঙালি']",বাঙালি,Clothing & Fashion,P8CH1217
CHITTRON_1232.png,ছবিতে প্রদর্শিত মহিলাটি কী ধরনের কাজ করছেন?,"['কাঠের আসবাবপত্র তৈরি করা', 'পোশাক সেলাই করা', 'বাঁশ ও বেতের পণ্য তৈরি করা', 'মাটির পাত্র তৈরি করা']",বাঁশ ও বেতের পণ্য তৈরি করা,Arts & History,P8CH1232
CHITTRON_1248.png,নদীতে এভাবে কি চাষ করা হয়?,"['মাছ', 'গরু', 'ছাগল', 'মহিষ']",মাছ,Food,P8CH1248
CHITTRON_1263.png,একজন শিশু ক্লাসে কি করছে?,"['পড়ছে', 'লিখছে', 'গল্প করছে', 'বসে আছে']",লিখছে,Social Life,P8CH1263
CHITTRON_1279.png,ছবিতে থাকা মহিলা কীভাবে ভ্রমণ করছেন?,"['নৌকায়', 'রিকশায়', 'ট্রেনে', 'বাসে']",রিকশায়,Social Life,P8CH1279
CHITTRON_1324.png,ছবিতে কোন দেশের পতাকা দেখা যাচ্ছে?,"['সুইডেন', 'ফ্রান্স', 'ভারত', 'বাংলাদেশ']",বাংলাদেশ,Arts & History,P8CH1324
CHITTRON_134.png,ছবিতে প্রদর্শিত লোকেরা কীভাবে ভ্রমণ করছে?,"['ট্রেনে', 'গাড়িতে', 'নৌকায়', 'সাইকেলে']",নৌকায়,Social Life,P8CH134
CHITTRON_1188.png,ছবিতে মেয়েটি কি করছে?,"['খেলাধুলা', 'ব্যায়াম', 'কারাতে', 'বক্সিং']",কারাতে,Sports,P8CH1188
CHITTRON_1193.png,শিশুটি কি করছে?,"['হাঁটছে', 'দৌড়াচ্ছে', 'খেলছে', 'ভিক্ষা করছে']",ভিক্ষা করছে,Social Life,P8CH1193
CHITTRON_1194.png,ছবিতে কোন দেশের নারী দেখা যাচ্ছে?,"['বাংলাদেশী', 'নেপালি', 'পাকিস্তানী', 'শ্রীলংকান']",বাংলাদেশী,Clothing & Fashion,P8CH1194
CHITTRON_1196.png,ছবিতে দেখানো ধান  ক্ষেত এর বাংলাদেশের  কৃষিতে গুরুত্ব কি  ?,"['কর্মসংস্থানের উৎস', 'অর্থনৈতিক উন্নয়নে সাহায্য করে', 'প্রধান খাদ্য শস্য', 'উপরের সবগুলোই']",উপরের সবগুলোই,Food,P8CH1196
CHITTRON_1197.png,ছবিতে নদী পার হচ্ছে কিসে?,"['লঞ্চে', 'ট্রলারে', 'সাঁতরে', 'নৌকায়']",নৌকায়,Social Life,P8CH1197
CHITTRON_12.png,বাংলাদেশের  কৃষিতে  ধান  ক্ষেতের  সবচেয়ে  গুরুত্বপূর্ণ  ভূমিকা  কি?,"['পশু খাদ্যের উৎস', 'প্রধান খাদ্য শস্য উৎপাদন', 'রপ্তানি পণ্য', 'জ্বালানি উৎপাদন']",প্রধান খাদ্য শস্য উৎপাদন,Nature,P8CH12
CHITTRON_120.png,ছবিতে দেখানো লোকটি কোন পেশার সাথে যুক্ত?,"['শ্রমিক', 'কৃষক', 'মুচি', 'জেলে']",কৃষক,Social Life,P8CH120
CHITTRON_1200.png,মহিলারা মাথায় করে কি নিয়ে যাচ্ছে?,"['পানি', 'চাল', 'ডাল', 'ময়দা']",পানি,Food,P8CH1200
CHITTRON_1203.png,ছবিতে লোকেরা কি করছে?,"['বসে আছে', 'গান গাইছে', 'খাবার খাচ্ছে', 'আড্ডা দিচ্ছে']",গান গাইছে,Arts & History,P8CH1203
CHITTRON_1205.png,ছবির লোকটি কোন ধর্মের?,"['হিন্দু', 'খ্রিষ্টান', 'ইসলাম', 'বৌদ্ধ']",ইসলাম,Clothing & Fashion,P8CH1205
CHITTRON_1206.png,ছবির নারীটি কোন দেশের?,"['বাংলাদেশ', 'পাকিস্তান', 'পাঞ্জাব', 'সিন্ধু']",বাংলাদেশ,Clothing & Fashion,P8CH1206
CHITTRON_1213.png,ছবির লোকেরা কি করছে?,"['মাছ ধরছে', 'পানি সেচ দিচ্ছে', 'খেলাধুলা করছে', 'নাচানাচি করছে']",মাছ ধরছে,Nature,P8CH1213
CHITTRON_1214.png,ছবিতে দেখানো ফসলি জমিতে কোন ফসল চাষ করা হচ্ছে?,"['গম', 'ভুট্টা', 'যব', 'ধান']",ধান,Nature,P8CH1214
CHITTRON_1215.png,ছবির লোকটি কোন ধর্মের অন্তর্গত?,"['ইসলাম', 'হিন্দু', 'বৌদ্ধ', 'খ্রিষ্টান']",ইসলাম,Clothing & Fashion,P8CH1215
CHITTRON_1218.png,ছবির মেয়েটি কি করছে?,"['খেলাধুলা করছে', 'গান গাইছে', 'নাচ অনুশীলন করছে', 'উপরের কোনটিই নয়']",নাচ অনুশীলন করছে,Arts & History,P8CH1218
CHITTRON_122.png,ছবিতে দেখানো জলাধারটি কোন ধরণের?,"['নদী', 'পুকুর', 'খাল', 'বিল']",পুকুর,Nature,P8CH122
CHITTRON_1220.png,ছবিরতে দেখানো গাড়ীটির নাম কি?,"['ভ্যান', 'রিক্সা', 'সাইকেল', 'মোটর সাইকেল']",রিক্সা,Social Life,P8CH1220
CHITTRON_1226.png,ছবিতে লোকেরা কি করছে?,"['কাজের জন্য অপেক্ষা', 'গল্প', 'আড্ডা', 'উপরের কোনটিই নয়']",কাজের জন্য অপেক্ষা,Social Life,P8CH1226
CHITTRON_1227.png,ছবিতে দেখানো রাস্তাটি কোন ধরণের?,"['পাকা রাস্তা', 'পিচ ঢালায় রাস্তা', 'মাটির কাঁচা রাস্তা', 'উপরের কোনটিই নয়']",মাটির কাঁচা রাস্তা,Social Life,P8CH1227
CHITTRON_1228.png,ছবিতে শিশুটি কিসের উপর বসে আছে?,"['সাইকেল', 'ভ্যান', 'রিক্সা', 'অটো রিক্সা']",সাইকেল,Social Life,P8CH1228
CHITTRON_123.png,ছবিতে দেখানো মাঠটি কিসের?,"['ফসলী জমি', 'নদীর চর', 'খেলার মাঠ', 'উপরের কোনটিই নয়']",খেলার মাঠ,Nature,P8CH123
CHITTRON_1230.png,মহিলাটি কি কাজ করছেন?,"['কৃষি', 'দর্জি', 'রান্না', 'সেলাই']",কৃষি,Social Life,P8CH1230
CHITTRON_1234.png,ছবিতে দেখানো শিশুরা কোথায় আছে?,"['খেলার মাঠে', 'বাজারে', 'স্কুলে', 'মেলায়']",স্কুলে,Social Life,P8CH1234
CHITTRON_1235.png,ছবিতে লোকেরা কি করছে?,"['বসে আছে', 'গল্প করছে', 'চা খাচ্ছে', 'আড্ডা দিচ্ছে']",চা খাচ্ছে,Food,P8CH1235
CHITTRON_1237.png,ছবির লোকগুলো বাংলাদেশী কোন বাহিনী?,"['পুলিশ', 'আনসার', 'র\u200d্যাব', 'সেনাবাহিনী']",সেনাবাহিনী,Clothing & Fashion,P8CH1237
CHITTRON_1238.png,ছবির লোকেরা কি করছে?,"['দাঁড়িয়ে আছে', 'ছবি তুলছে', 'শহীদ মিনারে ফুল দিচ্ছে', 'গল্প করছে']",শহীদ মিনারে ফুল দিচ্ছে,Arts & History,P8CH1238
CHITTRON_1239.png,ছবির প্রাকৃতিক দুর্যোগটি কি?,"['ঝড়', 'বন্যা', 'জলোচ্ছাস', 'ভুমিকম্প']",বন্যা,Nature,P8CH1239
CHITTRON_124.png,শিশুটি হাতে কি ধরে আছে?,"['মাটির তৈরি তৈজসপত্র', 'দা', 'বটি', 'খাবার বস্তু']",মাটির তৈরি তৈজসপত্র,Arts & History,P8CH124
CHITTRON_1240.png,ছবিটিতে কোন দেশের নারীদের দেখা যাচ্ছে?,"['বাংলাদেশী', 'নেপালী', 'পাকিস্তানি', 'পাঞ্জাবী']",বাংলাদেশী,Clothing & Fashion,P8CH1240
CHITTRON_1243.png,ছবিতে একজন মা কি করছেন?,"['বাচ্চাকে খাইয়ে দিচ্ছেন।', 'বাচ্চাকে গোসল করিয়ে দিচ্ছেন', 'বাচ্চাকে আদর করছেন', 'বাচ্চাকে ঘুম পাড়িয়ে দিচ্ছেন']",বাচ্চাকে গোসল করিয়ে দিচ্ছেন,Social Life,P8CH1243
CHITTRON_1246.png,ছবিটিতে লোকেরা কি করছে?,"['আন্দোলন', 'মারামারি', 'খেলাধুলা', 'গল্প']",আন্দোলন,Incidents,P8CH1246
CHITTRON_1250.png,ছবিটিতে কোন দেশের খেলোয়াড়দের চিত্র ফুটে উঠেছে?,"['ভারত', 'বাংলাদেশ', 'পাকিস্তান', 'শ্রীলঙ্কা']",বাংলাদেশ,Sports,P8CH1250
CHITTRON_1253.png,ছবির লোকেরা কি করছেন?,"['মারামারি', 'খেলাধুলা', 'দৌড়াদৌড়ি', 'আন্দোলন']",আন্দোলন,Incidents,P8CH1253
CHITTRON_127.png,ছবির লোকেরা কিসে ভ্রমণ করছে?,"['বাস', 'ট্রেন', 'লঞ্চ', 'প্লেন']",ট্রেন,Social Life,P8CH127
CHITTRON_1272.png,লোকেরা কিসের কাজ করছে?,"['ধান মাড়াইয়ের কাজ', 'কামারের কাজ', 'কুমোরের কাজ', 'শ্রমিকের কাজ']",ধান মাড়াইয়ের কাজ,Nature,P8CH1272
CHITTRON_1275.png,ছবিতে লোকেরা কি কাজে অংশ নিয়েছে?,"['শীত বস্ত্র বিতরণ', 'অনুদান', 'খাবার বিতরণ', 'ভোট দিতে']",শীত বস্ত্র বিতরণ,Social Life,P8CH1275
CHITTRON_128.png,ছবির মাঠটি কোন ধরণের?,"['খেলার মাঠ', 'বাজারের মাঠ', 'ফসলি জমির মাঠ', 'উপরের কোনটিই নয়']",ফসলি জমির মাঠ,Nature,P8CH128
CHITTRON_1280.png,শিশু দুইটি কোথায় যাচ্ছে?,"['স্কুলে', 'বাজারে', 'খেলার মাঠে', 'বাজার করতে']",স্কুলে,Social Life,P8CH1280
CHITTRON_1285.png,একজন শিক্ষিকা কি করছেন?,"['পাঠদান করছেন', 'গল্প করছেন', 'খাবার দিচ্ছেন', 'মজা করছেন']",পাঠদান করছেন,Social Life,P8CH1285
CHITTRON_1286.png,ছবিতে লোকেরা কি করছে?,"['আলোচনা', 'আড্ডা', 'গল্প', 'খেলাধুলা']",আলোচনা,Social Life,P8CH1286
CHITTRON_1288.png,রাস্তায় পানি উঠে যাবার কারণ কি?,"['ঝড়', 'বন্যা', 'খরা', 'ভুমিকম্প']",বন্যা,Nature,P8CH1288
CHITTRON_1289.png,ছবির শিশুরে কোন ফসলের ক্ষেতের মধ্যে রয়েছে?,"['ধান', 'গম', 'সরিষা', 'সবজি']",সরিষা,Nature,P8CH1289
